idx|Premise|Hypothesis|label
144918n|Steven Pinker points out that understanding the origin of the universe is not a terribly useful skill.|Steven Pinker believes that learning a foreign language is not a very useful skill. |2
87205n|yeah yeah i bought some at Christmas time for friends of mine that have CD players i thought my gosh now i know another reason why i'm not going to get a CD player for a while|I bought some for my friend who listens to music CDs every day.|2
12162n|i've got the this is the neat thing about the place we ended up at i'm sitting on about a two acre lot now and uh half of it's the back half is my garden|I love gardening so much that I dedicated an entire acre to it.|2
66044n|It is going toward final destruction.|This will make a hell of an explosion.|2
20751n|Although the tax benefits indeed seem to encourage individuals to contribute to these kinds of accounts, the amounts contributed may not be totally new saving.| tax benefits seem to encourage individuals to save more|2
80386n|It has beautiful natural attractions nearby, and it makes a good base for other, longer journeys around Jamaica, being within relatively easy reach of Kingston, the Blue Mountains, and the coast road that leads to both Montego Bay and Port Antonio.|There is a giant waterfall nearby it.|2
26551n|um mostly what i do i do do some crafts like it mentioned in the thing and then i i read a lot|Reading is a fun thing to do.|2
22279n|i've been up there several times|It is a great place to visit.|2
59928n|'I already have.'|I've already picked the lock. |2
55868n|uh out that way and uh went and visited him but anyway it is interesting well how are the Cardinals do you still keep up with them or something|Have you been to a Cardinals game this season?|2
121607n|She told me that she would water them and, in fact, already had a key that the previous resident had given her!|She may have a key from a previous resident, though it can not work since the locks were changed. |2
27222n|anything to be real interesting yeah well it's good to talk to somebody i don't read as much as i used to um my husband's a TIer and i'm in journalism so i do a lot of writing um during the normal course of my job and it's kind of um sad when you find out the you know i thought i would get more toward reading and i'm getting less|I used to read a book a day, but I barely read these days.|2
139209n|You can fish for perch and carp in the lake or for trout in the Riviyre d'Argent (Silver River), or just glide around the lake among the swans.|It is only possible to catch perch and carp from the lake. |2
47370n|Critics argued workers can quit a union if they don't like its political activities and that any debate about regulating union money should be taken up separately.|Workers can quit a union if they don't like who the leader is.|2
124847n|Lohengrin (Metropolitan Opera, New York City).|The Metropolitan Opera in New York City is showing Lohengrin until Sunday.|2
97271n|The forest is famous for its Clairiyre de l'Armistice, where, in Marshal Foch's private railway carriage, the Germans signed the Armistice that marked their defeat in 1918.|The Germans were defeated at the end of 1918.|2
55111n|Congressional resolution of key issues simplifies whatever Agency rulemaking is needed and decreases the opportunities for the program to get tied up in protracted litigation.|Resolution of key issues decreases the chance of the program getting tied up, because it shows that things are running smoothly.|2
17316n|It just points the user's browser to address B. Some lawyers think that this may constitute a public display, similar to illegally publishing a copyrighted photograph in a newspaper, but this argument remains untested.|Lawyers say that people should be arrested for copywriting|2
5064n|i'm always amazed at that that each candidate thinks it's going to be the people that come out that will vote for him you know|The candidates are all Republicans this year.|2
2353n|and  it was sort of it was acceptable to say certain types of things to her that she couldn't say back that kind of thing which i i i i found myself getting really quite enraged about|It makes me angry when women are not allowed to speak back or defend themselves.|2
70788n|and uh we try to take a vacation with them every year camping of some sort something that wasn't expensive and uh our youngest is uh expecting her first baby so they're they're all out and on their own they're and we have one to get married yet and they'll all be married uh and they're they're all doing pretty good they uh two lives in Pittsburgh you probably don't know where that is|We think camping is a good option because it isn't expensive.|2
11160n|Said to be the oldest of their kind in the world, dating back some six millennia, they were worked by the ancient Egyptians and later (perhaps) by King Solomon's slaves.|They might have been worked by Egyptian slaves.  |2
108315n|Behind the chateau, crosethe Pont Sainte-Madeleine over the Ill and stroll along the quai des Bateliers, past the remnants of old Strasbourg, to the 14th-century Place du Corbeau near the bridge of the same name.|Several dilapidated buildings are all that remains of old Strasbourg.|2
140888n|Its most conspicuous weakness ...|It's weakness is that it loves carbs. |2
96312n|Attorneys at California Rural Legal Assistance report that between forty and ninety percent of their green card holding clients leave the country during the course of representation.|The attorneys consider the high likelihood of green card holders to leave the country to be a good thing.|2
50829n|if anyone has ever been involved in that some days it's fun and some days you wonder why you're even bothering because your fighting for your life but i am a fighter and i've always been a disciplinarian|This person could be a schoolteacher.|2
32658n|and you can make flower uh dried flower arrangements and you can get real handy with the hot glue gun and we made some really nice Christmas wreaths with uh dried red flowers and dried white flowers and uh eucalyptus|We make Christmas wreaths every year in December.|2
92283n|um-hum no i never have tried that just because i don't have that much space on this little porch here in this apartment um or this little balcony and my my other two pots are they're kind of they're pretty big and and i have enough plants in them that um|I wish I could but they're much too big. |2
112214n|"Who's he?"""|His name is David.|2
73666n|Freshwater swamp.|Tropical swamp.|2
127619n|They're going to find I'm not in my house.|They will not find me where I am.|2
58383n|The internal focus of the fourth goal provides a framework for enhancing GAO's effectiveness and helping to improve performance and accountability throughout the agency.|GAO effectiveness and accountability are currently substandard.|2
63558n|Power generators, which emit CO2, contribute abut 29 percent of the total emissions of all U.S. man-made greenhouse gases.|Power generators for both commercial and non-commercial use contribute an outsized proportion of human created green house gases in the US.|2
7209n|of course what what if if i say this is a good value someone else is gonna stand up and say oh no and the ACLU's gonna get after them and have a lawsuit which is gonna take twenty years to resolve you know|Someone always disagrees with me, so I'm not even going to talk.|2
43137n|The glowing fire in the air outside moved another mile closer--then another.|The fire began in the forest during summer.|2
94431n|Case studies often use one or only a few instances, because collecting and analyzing comprehensive data are prohibitively difficult for large numbers of sites.|Case studies are used because they give a better understanding of the process.|2
35337n|um-hum no i don't|No I don't but I want to.|2
106465n|when i'm approving and then it's uh|When I'm approving I spend a lot of time lost in thought not paying attention. |2
128263n|Final Task Force Report - Board Approved|The Final Task Force Report was long awaited by the Board.|2
6628n|Inland, there are some beautiful excursions to be made into the forests of l'Ospedale and Zonza.|The forests of l'Ospedale and Zonza are good places inland to have a day picnic. |2
73772n|He does not believe in national parks (private stewards will exercise proper stewardship).|He vandalized the national park next door.|2
67339n|sentation despite the statute, avoided all reference to questions of statutory validity and constitutional authority.|The federal statute avoided references to validity and authority.|2
126693n|Only Donaldson was right (France won), but Kristol admits he picked Brazil just because the French would be insufferable if they won.|Donaldson said France would win and they did by 3 goals.|2
117421n|uh-huh maybe you expected too much out of it|Maybe you went into Jurassic World with too much expectation.|2
118342n|Reciting Bradley's votes for the Reagan budget cuts, against welfare reform, and against the use force in the Persian Gulf, Gore asks, Would you vote differently on any of those three votes if you had it to do over again?|Bradley voted for Reagan's cuts to the defense budget.|2
15538n|To identify practices that could be adopted by federal agencies and others to (1) promote successful sharing of information on computer-based vulnerabilities and incidents and (2) overcome related challenges, we studied 11 organizations experienced in developing pertinent informationsharing relationships and procedures.|The 11 organizations we studied were willing to share all of their information with us.|2
56045n|yeah yeah that's pretty bad|That's pretty bad but we can work around it.|2
140194n|A confection found only here, Edinburgh rock is a sugar, water, and coloring mixture that is boiled and then cooled on stone slabs before being shaped.|Edinburgh rock is served in every cafe in the city.|2
106268n|His signature pictures--of adolescent girls exhibiting their genitalia--contain most of this show's electricity (John Updike, the New York Review of Books ). Several critics observe that Schiele can only do nudes.|His photography is grotesque. |2
110784n|The well that served Gobind Singh's house is now a marble shrine.|The well was turned into a shrine after it dried up.|2
82529n|uh you may be called up twenty times and one person will only be called up once but uh|They call people using a random lottery-like system.|2
121585n|For example, investors do not understand terminology such as reportable conditions,8 which could result in investors over- or under-reacting to problems.|Investors who do not understand the terminology could cause chaos in the market.|2
34144n|okay well um we lived i grew up in San Antonio and i was used to the heat and i was used to what couldn't grow|It is really hot this time of year in San Antonio and the plants tend to not do well in the heat.|2
119417n| Gateway of India still describes the main function of Mumbai, known until 1995 as Bombay.|Mumbai was always meant to be the Gateway to India.|2
40646n|The first major biography of the Cuban guerrilla--along with several forthcoming movies and his appearance on watch faces and album covers--is said to mark a reprise of Che Chic, with Che as a pop icon, devoid of political import.|Some of the movies about Che Guevarra depict him as a romantic poet. |2
126144n|For one thing, it's relentless--80,000 houses.|In addition to houses, there's also 10,000 barns.|2
123724n|There are frequent exhibitions and events, and the Writers Ceter provides a place for talk and work.|The exhibitions and event can be found on the monthly calendar.|2
61919n|Our feedback focus is on the relationship between the structure of a delivery system and its capacity to provide client access to a full range of services no matter where in the state the client resides, while at the same time anticipating and providing for clients' emerging legal needs and aspirations.|The legal needs of clients is growing year by year.|2
83278n|In the field 'Words You Want To Use' she put 'egg' and 'merry', and in 'Number of Additional Words' she wrote '3'.|She wanted to use 'egg and merry' in the poem she was writing. |2
121560n|Taking a stroll down the avenue is such a national institution that there's even a colloquial expression for gin-bura.|It is best to take a stroll down the avenue at around 5 in the evening. |2
144201n|Homeland  Key Elements to Unify Efforts Are Underway but Uncertainty Remains ( GAO-02-610, June 7, 2002).|The author wanted to clear up any misunderstandings.|2
94902n|Daniel L. Greenberg, president of Legal Aid, said the new building has both symbolic and practical significance.|These comments were dismissed by the general public.|2
143602n|The triple-gabled 12th-century cathedral still has its loggia of shops attached to the south wall.|Most of the shops by the cathedral sell souvenirs.|2
31757n|Evie's had a row with Alfred Inglethorp, and she's off.|Alfred and Evie do not like each other.  |2
13436n|GAO is also committed to management reform-to helping government agencies become organizations that are resultsoriented and accountable to the public.|The GAO consists of ten men and ten women who sit in a darkened room.|2
67679n|About what you did to that nice Galileo?|Is this talk about what you did to the guy Galileo?|2
19292n|In the presence of sunlight, NOx and volatile organic compounds react photochemically to produce ozone.|The creation of ozone is generally seen as a good thing.|2
125724n|A chapel in the crypt marks the birthplace of the Virgin Mary.|It is suggested that a chapel in the crypt could be the birthplace of the Virgin Mary.|2
15940n|This sobering news served a vital purposeit created a sense of urgency surrounding the need to change and helped the CFO rally the organizational support needed to institute a comprehensive reengineering initiative|The reengineering initiative would have failed if this troubling news had not come to light. |2
145154n|In the event there is a certification, generally accepted government auditing standards require that the limitations to GAO's access to records be identified in the product and that the audit findings be adjusted accordingly.|The government will fine you if this is not done correctly. |2
7623n|Kanha is famo us, widely acknowledged as the best place for seeing an Indian tiger in the wild.|Kanha is a great experience, but also dangerous due to tigers roaming around with nothing to stop them from attacking you.|2
117750n|spend a lot of time on the house and out in the yard and things but um i like to keep up to date too um i guess|This house used to belong to a doctor named Poopenshire.|2
143550n|This paper will be restricted to dealing with this aspect.|The paper is aiming to convince the readers.|2
127267n|The conference report describes section 330 as prohibiting the use of funds for regulations that prescribe changes in the CAFE standards.|Section 330 will need to make adjustments or risk being dropped from the association.|2
275n|The F/A-18 E/F aircraft development program was able to take advantage of knowledge captured in developing and manufacturing prior versions of the aircraft.|The F/A-18 E/F aircraft was developed after a long delay using knowledge from the development of prior versions.|2
78898n|um-hum i find that the school uses the parents as an excuse and the parents use the school as an excuse however|Schools blame parents for their children's behavior, while parents blame the schools.|2
98000n|and it's easy to translate we have a computer for just about everything now and if it's necessary to translate back and forth between them it can be done|We use our computer for most of the tasks in the office.|2
114414n|It was like Rome in the waning days of  Let the great debauch proceed!|It involved lots of alcohol, fiddling and lewdness. |2
99712n|'All aboard,' he said.|He told them to get on the big train.|2
3436n|That is so. |That is correct so we must follow that.|2
20474n|Fortunately, much of what you'll want to see is accessible through your car window, because you'll likely be spending a lot of time driving from one site to another.|Getting to different sights can take hours.|2
132943n|uh uh have you seen one lately|Have you seen a movie lately?|2
21292n|Today, people visit Alonissos for its natural beauty.|Alonissos features towering cliffs that people love to see.|2
110680n|okay uh my favorite show is Masterpiece Theater and it has been for a long time but i feel almost ashamed to say that to anybody now because i've never met anybody who likes it  do you by any chance you do|Masterpiece Theater has been my favorite show for a while now. Probably since I was a little girl and saw it for the first time in New York City. However I've never met anyone who likes it. |2
129806n|On the other hand, we question whether NHTSA was compelled by section 330 to forego completion of the analysis otherwise mandated by 49 U.S.C.|NHTSA did not complete the 49 U.S.C. mandated analysis|2
94002n|If so, he would let Sir James know.|Sir James would be told if he did not already know yet.|2
50101n|News column describes the attractions of cults, and compares the Heaven's Gate suicides to early Christian martyrs.|The column covers many cults, such as the Dark Divinities and Blood Augers. |2
117493n|Now the salamander moved toward them, directed apparently by slight motions from Sather Karf.|Sathar Karf was making the salamander move toward them. |2
8480n|At the agency or program level, it included management's public commitment to reduce fraud and errors, as|Management dedicates one day per week on fraud reduction.|2
100999n|Highest regards, David|David is sending a decision in a letter.|2
61409n|What is it? |What is that car?|2
86037n|"I guess if I go to and fro hustling them, they ought to get busy!"" The energy of Mr. Hersheimmer was tremendous."|If they speed up, work will get done quicker and we can eat sooner.|2
129732n|Though less energetic, life is equally refreshing down on the lovely lakes of Annecy and Le Bourget.|Annecy is a beautiful place to go swimming in the summertime.|2
53895n|From th' east, eh? |They were from the east.  |2
104324n|White just stared.|White was so startled all he could do was stare.|2
142001n|A total of 31 program representatives attended, and every statewide program was represented with the exception of Idaho, whose executive director and senior management were unable to attend.|Most of the representatives in attendance were the executive directors of their program.|2
88365n|The 8-year-old study says 59 percent of a sample of college students think oral sex doesn't constitute having sex.|They are planning to do another study to see how much the results vary from the original study.|2
12832n|my wife's uh Chrysler convertible has little buttons that you can choose what display you want to see|All cars have this option.|2
37401n|Finally, AMIGA can provide an estimate of the consequent impact on the economy including key indicators as consumption, investment, government spending, GDP, and employment (Hanson, 1999).|The estimation comes after a market crash.|2
134436n|yeah boy speaking of Denver on another subject i've been up there like five times in the last three four weeks|I've traveled to Denver by plane multiple times.|2
102937n|FDA investigators also found a Philip Morris scientist who was silenced and fired after his research demonstrated nicotine's addictiveness.|Any scientist who researched nicotine was investigated by the FDA. |2
138888n|In border communities, such as El Paso/Ciudad Juarez, families are spread across the border.|More families have started moving to U.S. border towns.|2
4588n|Do not defend us.|Don't defend our honor to those people.|2
16229n|um-hum oh i know that's really awful but but i uh understand that this is kind of typical for this time of year the rainy season|It should only last for a couple more weeks.|2
27351n|FEMA and Army Must Be Proactive in Preparing States for Emergencies|If FEMA is not proactive, the states will not be equipped to deal with issues that may arise.|2
66257n|I was homeless when I went there, and everything I got, somebody had give to me, she said, noting she is trying to sift through things. |She was grateful for the help she received. |2
29752n|He turned to the riders.|He turned to speak to the riders.|2
142128n|The peninsula's seaside resorts have good beaches among the pine groves, first-class camping and water-sports facilities, and are a base for excursions and hikes into an attractive hinterland of rolling hills.|The seaside resorts on the peninsula stay extremely busy all throughout the year.|2
26680n|uh-huh i have a friend that had a roommate that worked at TI and she saw it on the computer screen and they made copies of it|My roommate and I do not have a printer at home to make our own copies.|2
81255n|it's it's uh it's the logistics of the thing that uh that that gets you going|The logistics will make you crazy with how complicated they are. |2
66080n|not that i can think of|I can't think of any problems we need to deal with.|2
11827n|One of the largest centers is near Coniston, and there are several around Ullswater.|There are five centers surrounding Ullswater.|2
10909n|yeah all we can do is keep plugging|It is about time we stop bandaging the issue and attack it by the roots.|2
57793n|thirty day notice for what|in thirty days I'm moving elsewhere|2
28610n|A kind of dark suspicion smouldered in her eyes.|She knew they were up to something.|2
8226n|For one thing, many of the largest federal agencies find themselves encumbered with structures and processes rooted in the past, aimed at the demands of earlier times, and designed before modern information and communications technology came into being.|Management of these larger federal agencies have quietly admitted that the processes are in need of updating.|2
18361n|People who are legally fastidious say it's not the sex, it's the perjury.|Legally fastidious point to perjury instead of sex, because it helps them win legal arguments.|2
145344n|SSI applications require detailed information from treatment and service providers to succeed.|They want to make sure all requirements are met.|2
133439n|Anthony Quinn performs the syrtaki dance (in fact, an amalgam of several different traditional dances) to the sound of the bouzouki, a stringed-guitar instrument that produces melodic, slightly metallic sounds.|Anthony Quinn dances the syrtaki so beautifully that audiences are moved to tears.|2
115390n|Although the chapel has been renovated since its construction, you will find a wonderful example of a Romanesque arch in the interior.|The arch is really beautiful, impressive and romantic.|2
112475n|And the world of coffee came to an end, because now there is coffee-flavored liquid-like synflex.|Synflex is healthier than coffee. |2
44805n|In the 1920s, the tempestuous time of Turkish liberation, these dances instantly became known as the classical styles.|The dances were extravagant and fun for their time. |2
49987n|Reims ' a center of production of the wine of kings ' is also home to the cathedral where kings of France were crowned from the Middle Ages to the early 19th century.|The kings of France were crowned in Reims because the population was so large there.|2
60545n|Since then, almost every reigning monarch has spent time (or held soirees) at Holyrood.|The current monarch has gone to Holyrood three times since the first of the year.|2
129378n|The blade was like none Ca'daan had ever seen.|The blade that pierced through his chest was like none he had ever seen. |2
137745n|Casino owners are right to take a greater-than-average interest in the workings of government.|Casino owners are more civically aware than the average person.|2
107384n|Coffee is very good.|Coffee is healthy.|2
125156n|The courses, which often involve role play, teach active listening and conflict resolution.|These courses will help you improve your relationships.|2
55716n|Hastings has explained to you that we are anxious for no publicity?|Hastings explained many things to you about our needs?|2
143373n|On 3 March is the Hina Doll Festival, a special event for young girls.|The Hina Doll Festival is most exciting for doll-lovers.|2
129254n|do you like them i watch them every day i tape them well not this week because it's uh they're on vacation so it's just old tapes but|The tapes are all available digitally on the website as well.|2
46494n|In fact, I knew that she hid outside the shack in some barrels in the high grass.|She thought she had found the perfect hiding place.|2
85288n|I'm in a band called 'Bag of Panties.'|The band was a smashing success.|2
79960n|Dole loved Nixon.|Dole was secretly in love with Nixon. |2
73609n|The media's class bias protected Clinton from women like Jones and Gennifer Flowers--surely he couldn't be attracted to a woman who wasn't a Yale Law School graduate!|Clinton was a Yale Law School graduate.|2
84685n|A MEDLINE search of papers published using the MESH terms alcoholism AND treatment AND intervention yielded 47 publications during the calendar year 2000.|The subject matter didn't begin to take off in the academic publishing space until 2000.|2
101126n|Turn right and you will find yourself in Kedumin Square, which is marked by the handsome Church of St. Peter.|The Church of St. Peter features 30 stained glass windows.|2
85073n|Several communities make up the area known as the Westside. |The Westside consists of several minority communities.|2
143560n|OASI provides for the protection from loss of income for aged Americans as well as survivors of deceased workers.|Oasi is helping a lot of people. |2
112292n|The most interesting of all remains the two-story Cave 32, known as Indra Sabha, notable for the upper floor's extravagant carving the hallmark of Jain sculptors and the great stone elephant, more rigid than Kailasa's (because of the tougher stone), but somehow more noble.|The Cave 32 has a long and complex story to it.|2
125189n|Milder instant coffees are often available.|Many of these coffees are flavored with cinnamon or nutmeg.|2
94583n|The center presents concerts, poetry readings, art exhibitions, and other cultural activities.|At easter time, the center holds an egg hunt.|2
73007n|The other area extends from Ishikawa-cho Station to Motomachi and the International Cemetery.|The other place makes up the area between The International Cemetery and everything between the Ishikawa-cho Station.|2
80094n|This kid.|This kid is bad.|2
39495n|it it's a shame it's|It's unfortunate.|2
9989n|The preamble to the final rule notes that the rule has been reviewed in accordance with the provisions of Executive Order No.|The preamble starts at the beginning of the document.|2
37311n|The financing account holds fund balances, receives the subsidy cost payment from the credit program account, and includes all other cash flows to and from the government resulting from post-1991 direct loans or loan guarantees.|Everyone can get a subsidy in relation with the financing account. |2
408n|In tears, jailbird confesses to her role in the murder of Vince Foster and 'anything else Ken Starr wants.|Pressured and without adequate counsel, the prisoner confessed.|2
29462n|Prudie was inundated by lotsa mail on this subject.|Prudie got a lot of mail about that from fans.|2
57846n|i'll eat it as long as i'm not around while it's being cooked|As long as I don't have to see it being cooked, I will eat it because I love it.|2
67803n|uh because yes i'm in Dallas|I'm currently in the north-east side of Dallas, Texas. |2
70046n|"Tommy heard himself saying idiotically: ""The gorse won't be there after all these years."" And Julius replied solemnly: ""I guess you're right."" Tommy suddenly pointed with a shaking hand."|Tommy wasn't sure if the gorse would still be there all these years later.|2
108719n|It is the largest of the gardens, with 12 terraces and lined with fine cedars and cypresses.|All of the gardens here are lined with trees.|2
122251n|Schor celebrates downshifters--people defined by not spending--because she views consumerism as evil.|Schor thinks consumerism is getting worse.|2
114878n|Turkish soups are usually thick and substantial.|A meal of Turkish soup will be very filling.|2
29645n|Two accompanying articles argue that the boom will continue (because unemployment and inflation remain low) or will not (because price-to-earnings ratios are too high).|The boom is an extremely controversial topic. |2
69455n|Despite the strength of the BJP, the emergence of Rajiv Gandhi's Italian-born widow, Sonia Gandhi, as Congress Party President suggests that the legacy of the Nehru-Gandhi dynasty is fa r from forgotten.|The Nehru-Gandhi dynasty was well-known in its prime.|2
3121n|However, those lawyers underwent training sessions, a refresher course, on family law, which they studied in law school.|The lawyers felt these classes were unnecessary but took them anyways.|2
90407n|Advertising Gets Political|Political advertising is the best way to get your message to the people.|2
90631n|We also added review of and feedback on intake systems to all of our quality review visits, and, through our technology grants, we made it possible for programs to improve their own systems using the experiences of peers.|All of our quality review visits last for one hour at minimum.|2
89369n|This is where the Derwent Water ferry moors.|Derwent water is the only water with capability of a ferry to moor.|2
62271n|(1996) study, one corresponding to all-cause mortality, and one corresponding to chronic obstructive pulmonary disease (COPD) mortality (separation by cause is necessary to implement the life years lost approach detailed below).|Many people die from COPD every day.|2
14503n|He saw which buildings would burn quickly and which slowly.|He saw which buildings the forest fire would hit.|2
99633n|The route is 8 km (5 miles) long and includes some beautiful scenery.|The is not very long, but it includes an admirable scenery.|2
38819n|(George W. Bush kills Gore in poll questions about leadership.|George W. Bush's popularity ratings increase after that.|2
9929n|Starting in 1477 this was a marketplace for local farmers as well as one of the main sites for executions in the city.|The farmers enjoyed watching executions here.|2
91826n|There are two witnesses who will swear to having heard your disagreement with Mrs. Inglethorp.|Two people witnesses the people in a fist fight.|2
105660n|Still, it's worth remembering that, as late as 1987, the studios were still reaping huge profits.|They wanted to make even more this year then they did back then.|2
121940n|Michael Kinsley helps you translate the favored by politicians unwilling to take a stand on the Kosovo bombings.|Politicians are scared of the backlash from taking a stand on the bombings.|2
36242n|you know when somebody comes in and offers i think that's one of the real problems particularly when when the uh religious organizations you know the Catholic church has been accused of a lot of things in reality i think what they were doing is basically going in and trying to feed some people|the Catholic church has been accused every time they try to feed people |2
88039n|oh okay well they seem to be on later all always right right before the news is when i catch them|Sporting events are on before the news.|2
108885n|In spite of herself she was nervous.|She was not usually a nervous person|2
44610n|and and it happens then and i i uh uh you you know my uh uh oldest daughter's fiance is a uh is a part part he's a college professor but he also is a reserve police officer and and he uh he has all kinds of guns and he's taken her out to teach her to shoot|He is a skilled marksman and a good police officer.|2
137729n|Providin' Rennie can use him 'nother hand.|With all the hard work he's doing at the farm, Rennie could use him some help. |2
45044n|Here, business and pleasure are inextricably linked and have been for hundreds of years.|This place has many purposes and is good for any travel. |2
75793n|we just allocated so much and it went into a checking account|We set up an automatic monthly deposit into a checking account.|2
106883n|The organizations also adjusted the meeting times and lengths to accommodate member needs and attempted to enhance the meeting's efficiency and effectiveness by limiting the time for presentations, approving most topics and presentations before the meetings, and adjusting meeting times to maximize face-to-face discussions between members.|Prior meetings proved ineffective due to poor time management.|2
62623n|Swimming is a natural first choice.|Swimming is very obvious to do.|2
50915n|More palatable in its goal is the park's Miyazaki Shrine, dedicated to Japan's quasi-legendary first emperor, Jimmu, who reputedly commenced his glorious career in this region.|The park has a shrine that is covered in gold.|2
95127n|Emissions Inventories|Emissions and their faults.|2
5714n|Caterpillar representatives said that signing the drawings was a certification that the design could be manufactured the next day, if necessary.|Signed drawings are a requirement for Caterpillar to manufacture anything.|2
140141n|At this point, continuing to Thahiti Tole, where there is another small stupa, you can walk north to the main intersection of Thamel, Kathmandu's lively, fast-spreading center for budget-conscious tourists.|Thamel is considered a very popular tourist destination for elderly people.|2
6473n|Tell me in your own words exactly what happened after that.|Tell me everything that you saw after that.|2
45144n|guy that played the bagpipes plus the uh tin whistle and a couple of violins and a drum and they|They played one violin.|2
92960n|Multiple ACI systems at any one facility are assumed to take longer to install.|An ACI system helps a facility run more efficiently.|2
69139n|Therefore, once in place, internal control provides reasonable, not absolute, assurance of meeting agency objectives.|Internal control also provides a platform for staff to voice their concerns.|2
82593n|At the same time, GAO's work over the years, most prominently in our High-Risk and Performance and Accountability Series, has amply documented that many agencies suffer from a range of long-standing management challenges and a lack of attention to basic stewardship responsibilities,|The GAO found that bureaucrats were the main reason for basic stewardship issues.  |2
25644n|Now, Mr. Hersheimmer, perhaps you will be so kind as to come to the point?|Mr. Hersheimmer was just drunk and there was no point to his ramblings.|2
84619n|hm hm so how about what do you think who do you think's gonna win the final|I know who's gonna win.|2
68019n|According to the publication, just months after the skiing accident death of her husband, Sonny, she tossed piles of irreplaceable mementos of the late singer-congressman into the dumpster, where they were retrieved by one of his former restaurant employees.|Sonny's wife was overcome with grief after he died.|2
28230n|so i don't know it could just be rumors that spread around you know when they|I was hoping that it was just a rumor.|2
71988n|for a discussion of Federal cost accounting principles and standards.|There will be a meeting about Federal cost accounting principles and standards tomorrow at 10 AM.|2
23399n|Political parties don't have a vote.|Political parties don't have to vote, but some do.|2
73285n|yeah it's an interesting idea but i think we do agree and at least i'm i'm i don't think i would vote for it if it came down to that|We're in agreement about this proposal but I don't see either of us supporting it should it come before us.|2
126210n|yeah and there's i used to live in Colorado and there was a lot of them there and there's actually there's two in the Raleigh area|I moved from Colorado because I was sick of all the hippies smoking weed. |2
48663n|Meanwhile, Olivia fits right into the role of the beautiful-blonde-who-isn't-really-a-bimbo.|Olivia thinks others believe she is a bimbo.|2
2557n|Set amid Tseun Wan's residential towers is the 18th-century walled village of Sam Tung Uk, now preserved as a museum, and a short walk from the MTR station.|The Sam Tung Uk is a very popular museum.|2
96096n|Typically, an analysis will include a baseline scenario that simulates future conditions in the absence of the proposed regulation and one or more control scenarios that simulate conditions under the regulations being evaluated.|The baseline scenario is in absence of the proposed regulation|2
75648n|Scenes in the film Cocktail (starring Tom Cruise) were filmed in the cascades.|The cascades have been used several times as a filming location for major Hollywood films.|2
86437n|that makes it real real convenient because i tend to find that once i get home that's it you know|When I get home I do not want to do anything that takes a lot of effort.|2
135398n|It was a weak point in his argument and he made no answer.|He was not good at arguing.|2
33478n|(Thomas L. Friedman of the New York Times even had a theory that no country with a McDonald's had ever gone to war against another country with a McDonald's.)|There was an astute observation in the theory.|2
11417n|Later in the piece, Brill writes that Schmidt and another reporter declined all comment on their sources.|Schmidt is a reporter.|2
62552n|EPA included small entities (from both government and business) in focus groups, public hearings, seminars, and meetings to develop this rule.|The EPA spent five months listening to input and concerns regarding the rule.|2
137519n|Therefore, readers should not rely on the validity of the data in the sample reports.|Readers should know the data in the sample reports is always wrong.|2
129031n|Regarding the issue of non-payment for services provided to alcohol-impaired patients, he observed|He did not agree with non-payment services for alcohol-impaired patients. |2
125236n|, inspections by the Office of Surface Mining) or compliance with regulations for the conduct of a Federal program--are recognized as nonexchange revenue by whichever entity is legally entitled by law to the revenue.|Revenues from inspections have increased in the past year.|2
17951n|Some case study methodologists work with structured evaluation questions, structured data collection, and observers untrained as anthropologists or sociologists, but they believe that case studies offer a qualitative way of knowing that should not be merged with quantitative results.|Structured evaluation questions, structured data collection, and observers untrained as anthropologists or sociologists are very important topics to a study methodologist.|2
7572n|Kingston Area|The Kingston Area is home to the king.|2
61401n|It is true, my friend. |It's true that I took the painting.|2
31332n|Ethnographic Research and the Problem of Data Reduction.|Research is needed to reduce data|2
105111n|While he keeps costumes in mini-storage, the rabbit and doves live in his home.|Doves and rabbits aren't the only animals living in his house.|2
9950n|The Department of Health and Human Services (HHS) is the U.S. government's principal agency for protecting the health of all Americans and providing essential human services.|The Department of Health and Human Services conducts a lot of research into Cancer treatment.|2
18577n|The patient could decide how many risk factors could be addressed at one time.|The patient is very inactive, and does not take charge in addressing the risk factors.|2
64569n|To the left are innumerable aisles of records, books, software, CDs, 12-inch vinyl, and the city's largest selection of periodicals and zines.|It's easy to get lost while looking through the aisles.|2
3211n|MSNBC, USA Today, and Yahoo!|MSNBC is a popular news outlet.|2
60557n|All excise taxes, like other taxes, are classified as resulting in nonexchange revenue.|Taxes are complex |2
1239n|For a number of years, some mailers have pursued the idea of establishing customized postal rates and/or terms of service through negotiation with the Postal Service.|Some mailers have successfully negotiated with the Postal Service for custom rates.|2
58780n|Case in  Time magazine's reductive cover story of May 5 on the neurotransmitter dopamine.|The cover story was about dopamine in athletes' brains.|2
129805n|Representative DeLay observed in his floor statement that NHTSA was engaged in a rulemaking which could result in a sharp increase in the standards for light trucks and vans and that this action would be devastating to the Nation's economy.|Representative DeLay's accusations about the NHTSA's rulemaking are completely unfounded.|2
39377n|Both Grand Rapids attorneys also were well known in the local and state legal circle for their heart and hard work for the poor.|Attorneys outside of Grand Rapids do nothing for the poor.|2
