idx|Premise|Hypothesis|label
59416n|There would also have to be adequate access between the older and newer parts of town, including a bridge over the valley between Barefoot's Parks and the Royal Mile.|If one wanted to increase tourism to Barefoot's Park, there would need to be a bridge. |2
112924c|What's this? Pearinsky wanted to know with every cell of his wrapped-in-quilted-shit being.|Pearinsky didn't want to know at all.|2
23446e|The hub of city life is the vast Piazza Br? , with the town hall on its south side and the great Roman A rena dating back to a.d. 100.|There is a busy piazza in the city.|2
27308e|Since everyone who matters presumably knows all about who backs the Milliken Men and why, why does their advice still get taken?|Why does anyone take advice from people who think they know who backs the Milliken Men?|2
133171e|Yes, yes. |Absolutely.|2
10842c|Flow rock around you up to your nose and toss you into a lake.|Put an arm around you and hug you. |2
123096e|Louis-Philippe inaugurated the final version in 1836, complete with bas-reliefs and statuary celebrating the victories of the Rev?­o?­lu?­tion and the Napoleonic Empire.|The final version was inaugurated in 1836 by Louis-Philippe.|2
10123e|yeah the antismog pumps and all that stuff loads the motor down|Stuff like the antismog pumps overloads the motor.|2
85418c|Well, edit for heaven's sake.|Do not edit! |2
104830e|The Six Major Puzzles in International  Is There a Common Cause?|Is there a common cause with the major international puzzles? |2
131383n|Ade! Adrin heard Selana's voice from the back of their stone cabin.|Adrin heard Selana screaming.|2
8708c|at that time as to the rush in the elementary yes right|All movements to school were relaxed and had no rushing.|2
6679e| After Es Cale, return along the main trans-island road to Sant Ferran, a pleasant village with a pretty church.|Sant Ferran can be reached by road from Es Cale.|2
69496n|Why are you coming at me with that pillow?|Why do you want to hurt me with the pillow?|2
54568e|Future phases of the Statewide Technology Plan, aided in part by an LSC grant, call for streamlining the intake and case management processes, developing seamless communication among all programs and offices, improving client access to services, integrating case management software, and completing the transition to a virtual statewide law firm.|The Statewide Technology Plan includes ideas to improve communication for all programs and offices.|2
58059e|Don't travel to the island at either of these times without a reservation.|You need a reservation to go that island. |2
42946c|the the black guy that|It was the white guy in the red shirt.|2
2415c|The Rh??ne Valley region around Lyon is the epicenter of French gastronomy.|The Valley Region is not the epicenter for French gastronomy.|2
23562e|And you never told me? |You mean you knew this and didn't say anything to me?|2
81338e|right i live here in Plano yeah|I live in Plano.|2
124827c|Should we reward him for keeping us out of war?|He should be rewarded for taking us to war.|2
137775c|Because ”because ”who could have done it? |There is nobody that could have done it.|2
26524c|Prepared for Office of Policy, Planning and Evaluation, US Environmental Protection Agency.|The Prepared for Office of Policy, Planning and Evaluation is part of the IRS.|2
93809c|surely i've enjoyed it bye bye|I've hated every second of this.|2
104366e|But there is a very fine line between such arguments for collective action and supercilious paternalism, especially when cultural matters are concerned; are we warning societies about unintended consequences or are we simply disagreeing with individual tastes?|There's a line between warning the public and disagreeing with tastes. |2
66112c|Time 's excuse to put John Travolta on the  the release of the movie Primary Colors . Travolta stars as the Bill Clinton character, and Time says it's a believable portrait of the president, one that includes all his lecherousness and charm.|Travolta played Ken Starr in the movie.|2
50812e|like three hours|About three hours.|2
18763c|Then he sat on the edge of the bed to think.|He laid on the floor to watch tv.|2
98492n|a big appreciation for music|appreciation for music, from listening to playing all kinds of instruments|2
129836e|Pineapples and War|They had pineapples and war.|2
123215n|As figure 2.1 shows, gross national saving rebounded.|Reboundment of gross national saving happened many years ago.|2
16271e|A portable device for the production of 17 of the most popular enzymes.|This portable device produces 17 of the most popular enzymes.|2
47119n|so am i yes what a coincidence|What a coincidental meeting. |2
64748n|If I don't, how should I handle it, given that we'll see each other around?|I do not like the idea of seeing each other.|2
76558e|Examine the effort made to identify lessons learned.|Efforts may have been made to learn lessons.|2
48667n|"Having you reveal your name just before I was sent back and feeling I'd won?"" He grimaced."|I was sent back for a good reason.|2
134951e|Come at least for tea or a stroll among the cypresses and magnolias.|At least visit for some tea.|2
53428e|So they participated in an ultra-fast speed-reading course based on the Hi-Re method.|Ultra-fast speed-reading course, based on the Hi-Re method, was the one that they have participated in.|2
68061c|Ah, what's that? |I definitely recognize that.|2
97021n|Cardiovascular Emergency room visits for asthma Lower and Upper respiratory illness Asthma Attacks Respiratory symptoms Minor restricted activity days** Days of work loss Changes in pulmonary function Neonatal mortality Low birth weight Chronic respiratory diseases other than|After an ER visit for an asthma attack there is a loss of work days.|2
66948c|"What about some lunch with me?"""|Let's just skip lunch today.|2
18246n|The best of Jamaica's spicy cuisine, including saltfish and ackee, rice and peas, fish in coconut milk, and Escovitch fish.|Jamaica has spicy food with lots of fruit in it.|2
71124c|This is the payment mail, i.e., mail used by households to pay their bills.|Payment mail is used by large businesses.|2
131768n|Five bars and two restaurants with good health-food selection.|There are multiple bars and restaurants that are open all night.|2
96832n|At ten-thirty Tuppence surveyed with pride a slightly battered tin trunk containing her new possessions.|Tuppence spent since ten oclock putting her belongings in the tin trunk.|2
92704c|Some of the agencies' electronic rulemaking systems contained several of the innovative dimensions previously discussed.|The agencies' electronic rulemaking systems does not contain any innovative dimensions previously discussed.|2
111790e|Witness the new anti-sweatshop consortium, featuring Nike, Liz Claiborne, Kathie Lee Gifford, et.|The anti-sweatshop consortium features several well-known individuals.|2
66797n|The best freshwater fishing hereabouts is the Amadorio Dam, 4 km (21?a2 miles) from Villajoyosa (see page 34) and, to a lesser extent, Guadalest's dam.|Nearby lakes also offer freshwater fishing. |2
98747e|"Monsieur parle francais?"""|Monsieur do you speak french?|2
127044n|How did you hear the news? I asked. |I didn't think you heard about the news.|2
113709n|What involvement did other key players have in connection with these accountability failures?|Other key players were involved in the failures.|2
64177e|Attack them? thought the Industrialist, and said it aloud in his concentration.|The industrialist thought about attacking them.|2
87865c|But Won't the Producers Be Angry?|The producers had no input.|2
133066n|MARKETABLE TREASURY SECURITIES - Debt securities, including Treasury bills, notes, and bonds, that the U.S.|Marketable treasury securities are debt securities of the U.S, according to the dictionary.|2
77163n|And in the United States.|In the US and in Canada.|2
39367n|The difference of 15.|Subtract 15 minus 7.|2
9558n|REPORTING STANDARDS FOR PERFORMANCE AUDITS|REPORTING STANDARDS FOR AUDITS OF PERFORMANCE AND QUALITY.|2
137625c|They took advantage of this new stronghold to create Provincia (now Provence), stretching from the Alps to the Pyr??n??es, in order to guarantee communications between Italy and Spain.|They eliminated Provinicia.|2
15835c|just have a nice day|Don't have a great day.|2
98874c|General Accounting Office.|The Attorney General's Office|2
64766n|Sacre! he murmured. |Sacre! he said to himself.|2
130998e|Kristine, this is like a parent being asked to name a favorite child.|This is like a parent being asked to name a favorite child.|2
109654e|Deductibility of student-loan interest $360|Deductibility of student loan intetest is $360|2
4400e|Some are missing.|Some were gone.|2
32963c|"Did she go to the police?"" Mr. Carter shook his head."|Did she report it to the police? Mr. Carter nodded.|2
81187n|  Government Auditing Standards, 1988 Revision.|This is the latest revision.|2
31985n|How could an economist of Greenspan's sophistication fumble such important questions in such an unsophisticated manner?|Unaccustomed to the process of being scrutinized so heavily, Greenspan was rather nervous.|2
123148e|The next tram stop is called ?ȥmberlita?ˠ(Hooped Column), after the stone pillar that rises to the right of the road.|There is a stone pillar to the right of the road at the Hooped Column stop.  |2
60000e|Yes! I breathed.|I said yes.|2
66725n|Croaker, also. Drew stopped by the mule, patted the long nose, gave a flip to the limp ear.|Drew loved his faithful mule and had him for a long time.|2
24719e|yeah well that looks that looks like so much work to me i|That looks like a lot of work to me.|2
141228c|Every one's in such a hurry.|Everyone is going about their business so leisurely.|2
50695e|Iowa and Nebraska|The states of Iowa and Nebraska.|2
93655e|What's up with him? Warm asked in the coffee room.|Warm was in the coffee room talking to someone.|2
117191e|To the South|South of it|2
25453e|making nice traffic jams|It makes huge traffic problems.|2
18971c|Above the stairway leading upstairs is a depiction of Felipe IV and his family.|Deep in the catacombs is a depiction of Felipe IV and his favorite dog.|2
112205c|Look out for Robert le Lorrain's fine sculpted horses of Apollo over the old stables in the second courtyard.|Robert le Lorrain was not a sculptor.|2
50499c|Production, Survey of Current Business, Bureau of Economic Analysis   |Bureau of Business Production|2
118468c|and their vote didn't count|They were excited to see how their vote was counted.|2
142127e|Worst of all, most of the lines that Reich attributes to Saxton--starting with where did you learn economics , Mr. Secretary?|Worst yet, most lines the Reich attributes to Saxton- starting with economics, Mr Secretary?|2
51219e|"Are you all right, Tuppence?"""|Are you not hurt, Tuppence?|2
97800c|Why come here? The torrent has started already and many other southern villages surely draw the interest of bandits.|The southern part of the country had no residents.|2
55089c|Figure 20 shows congressional requests as a percentage of GAO's work from fiscal year 1992 through fiscal year 1999.|The graphic shows data from the Department of Defense in 1991.|2
32325c|If so, what will I write about?|If not, what should I sing about?|2
76025n|Time wonders how the United States will handle hard to place recipients when the five-year welfare limit comes up in 2001.|Hard to place minority welfare recipients will be hard to handle in 2001.|2
35300c|Kept things quiet even if a man hadda rest his hand on his rifle 'bout twenty-four hours outta every day.|The situation was chaotic and rifles would not help a man for long.|2
117197e|Audit Organizations' Responsibilities|The responsibilities of the audit organizations.|2
65445e|Table 3 Cost of Delivery Frequency|The table shows the costs.|2
137521n|Saint-Bertrand-de-Comminges|There is no other place quite like Saint-Bertrand-de-Comminges.|2
49107c|For a locator map and a course-by-course description, go to &lt;www.lasvegasfreedom.com&gt;.|There's no locator map to be found on www.lasvegasfreedom.com.|2
39571n|Off-balance and off guard, the cops fought back with Gauntlet fire.|The cops fought back and won. |2
112102c|During the same period, passenger arrivals increased by 42 percent, from 304 million to 431 million.|Within that timeframe, the passengers started arriving significantly less.|2
76170c|Except for one thing.|There is not a single exception. |2
90025n|Then he lost control with too much tension or fatigue and began getting a bunch of assorted junk, such as old 201-A tubes, a transit, a crystal vase and resistors.|Tension and fatigue had been the bane of his existence for a long time.|2
4187c|And what the devil was the matter with his head? |Is he always this sane?|2
107432c|Is there another amateur among Slate 's readers who would like to pick up the challenge?|There is not a single amateur among Slate readers.|2
145035n|Don't look down.|If you look down, the height will frighten you. |2
82845n|Much to the embarrassment of his brother-in-law and the consternation of others in the State Department, details have recently emerged about Shearer's efforts, in 1996 and 1997, to arrange for Bosnian Serb leader Radovan Karadzic to surrender to the International War Crimes Tribunal in the Hague.|The relatives did not know that their relation was a criminal.|2
2261e|Even better for the veep, Gov.|It's better for the veep, Gov.|2
13337n|GOOD - A tangible product produced to provide to a customer.|Goods are important. |2
108575c|What is that? I asked. |I wondered what that was but didn't say a word.|2
59425c|Third month: Promoted to peeling potatoes.|They were peeling potatoes before they had been there for three months.|2
104178e|A girl? The Russian's voice rose contemptuously.|The Russian was not sure if it was a girl or boy.|2
113294e|"What about these wild ones they worth huntin'?"""|Are the wild ones worth hunting?|2
91542e|4.1 Continuous Discharges|There are continuous discharges.|2
106661e|Why? What's doing back at the house?|What is happening at the house?|2
1745c|'In protective gear, possibly.'|Not in protective gear by any means.|2
9654c|A basic salute to teammates after touchdowns.|Teammates are never acknowledged after touchdowns.|2
126543n|SOCIAL INSURANCE|Social Insurance is a good thing.|2
9564n|Six (6) delivery days per week times 52 weeks less 10 holidays.|Sunday is never considered a delivery day.|2
20731e|The addresses of members of Congress?|Where do I send mail for Congress?|2
107091e|His next two shots landed in the chests of two riders carrying long bladed sticks.|He hit the riders with the shots.|2
12114n|Maurice's BBQ by far the best of the day.|Maurice's BBQ is the best BBQ I ever had.|2
80549c|Gilbert is also believed to have carved the magnificent cap?­i?­tals topping the pillars of the nave and aisles.|While it was believed that the cap?­i?­tals were carved by Gilbert, he, in fact, had no part in their creation.|2
138280e|, the government--borrowing a lot of money).|The government borrows a great deal of money.|2
58538c| Amendment to the Commission's Rules Regarding a Plan for Sharing the Cost of Microwave Relocation, First Report and Order and Further Notice of Proposed Rule Making|The commission has no rules about sharing microwave relocation costs.|2
144255c|"How is he named, senor ?"" "|How old is he, senor?|2
119995c|Then he shook his head.|He nodded in approval.|2
9923c|Their subtlety of colour, liveliness of posture, and strong, lifelike faces record a last remarkable flowering of Byzantine art before its descent into decadence.|Byzantine art was already in decline at this point, and the downfall only accelerated from here.|2
120169c|Today, Italy; tomorrow, who knows?|The trip to Italy will deplete my bank account, so I won't be traveling again any time soon.|2
81224c|It was to discover that letter, then, that her husband forced the lock of the despatch-case?|Her husband was not interested in any letter.|2
119321e|The game's up.|The game is over.|2
1130e|The chopped meat?|The chopped meat?|2
134153e|Who taught you your fencing? asked Jon.|Jon asked where the person learned to fence.|2
49781n|Con?­se?­quently, the realm broke up into the fiefdoms of the feudal Mid?­dle Ages, precursors of the country's classical provinces ' Provence, Bur?­gun?­dy, Nor?­mandy, Brittany, and so forth.|The area was changed forever after a large military invaded it.|2
6001c|'Well,' said White.|White could not speak. |2
111419c|Adrin and the Kal, east.|Adrin, the Kal and the west. |2
136513e|Reinventing the  Moving From Financial Management to Strategic Management.|Recreating the shift from financial management to strategic management.|2
37671n|Give them to me.|I really need those, give it to me.|2
63608n|But can he forever?|We don't know if he can forever because we don't know how long he will live.|2
17664c|The police and paramedics said he had been stalking his girlfriend with gun in hand.|The man and his girlfriend were happily walking hand in and hand  together at the park.|2
6752e|A marvel!|A wonder!|2
90510n|Then head back to Alicante, just 28 km (17 miles) away.|A taxi to Alicante is surprisingly cheap despite the distance.|2
64491c|In the Mus??e d'Histoire de la Ville, in the castle keep, the town's naval history is told through the lives of its great navigators and pirates, together with all the colorful paraphernalia of sailing.|The Musee de la Histoire de la Ville is located in a modern church.|2
144784e|Buried once again, said San'doro.|Buried once more, replied San'doro.|2
28463e|Many still lie in private hands.|There are a lot in private hands.|2
77370e|They're of the Eye? asked Adrin.|Adrin asked for clarification.|2
50821c|You  fresh air/fresh ideas|There are no new ideas that you posed.|2
56207c|Figure 2: Managing Improper Payments Through Internal Controls|Figure 2 shows that you can't manage improper payments |2
59563e|Or will they stay with a president who claims to have ended the Bush recession and who offers a lesser tax cut?|Will voters continue with a president that is believed to end the Bush recession?|2
52598e|In an area between the railway yards and the river, Goya's greatest frescoes, remarkably preserved, cover the cupola of an 18th-century chapel.|The several-hundred year old chapel still has Goya's frescoes covering it's cupola.|2
85502n|Aix-les-Bains|The word is of Latin origin.|2
126436e|Let me see oh yes, afterwards.|The answer to the question was afterwards. |2
83373n|from front-line employees and managers, and a variety of implementation issues, such as workload demands.|This can be mitigated by carefully examining (and eliminating) current responsibilities.|2
12155e|Well? Her tone did not change. |The tone of her voice remained the same.|2
106360n|Exactly. I looked up at him sharply. |I was angry at him. |2
38490c|What is it? I asked. |I knew exactly what it was.|2
103095c|No More Notes, Either!|More notes are needed.|2
132051e|Rather fun, wasn't it?|It was pretty fun, don't you think?|2
28160n|oh easily i'm sure|I can handle this.|2
34837n|uh-huh well Houston's playing really well lately|Houston has been playing well lately since the team got a new coach|2
120077e|Was Jordan slipping?|I wonder if Jordan was slipping.|2
93179n|"Why?"" Poirot shrugged his shoulders. "|Poirot had been very quiet and secretive as of late.|2
29007c|The extravagant ballroom and soaring allegorical frescoes like Giambattista Tiepolo's Merit between Virtue and Nobility in the Throne Room (actually for Rezzonico weddings) and others, more wistful, by Guardi all catch the tone of a declining Venice and the frivolous lives of the idle rich.|All of the architecture show Italy at the height of its power.|2
35593e|"I thought that was distinctly understood?"""|I thought everybody understood.|2
122154c|Maybe he should get some publisher to sign him up to write the life of Norman Mailer.|If he wants to write the life of Norman Mailer, he should write a song about it.|2
96606c|Inside, on the first floor, is a museum of typical Florentine domestic life from the 14th to 16th centuries, with furniture, utensils, and ceramics the most attractive are in the Sala dei Pappagalli (Parrots' Hall) with its trompe l'?“il tapestries frescoed on the walls.|The first floor is currently being renovated and contains no historical items.|2
139403e|But who window shops anymore, except at 35 mph, through a window set in the frame of a vehicle?|Nowadays, most window shopping is done from a moving vehicle.|2
4706e|from the enchanted, irradiated island of childhood (Richard Corliss, Time ). Critics appreciate its avoidance of hackneyed gender politics, and its presentation of the boy's colorful, cartoonlike fantasies.|Critics like its avoidance of gender politics.|2
65573n|The Origin of Specious|Where all the lies started.|2
140033n|with some topsoil|Put some topsoil on it to nourish the plants.|2
98n|Lowenstein SR, Weissberg MP, Terry D. Alcohol intoxication, injuries, and dangerous behaviors-and the revolving emergency department door.|Alcohol is one of the main causes toward injuries.|2
86509n|"You have raced him, senor ?""he asked Drew with formal courtesy."|Drew replied that he had never raced him. |2
145781e|Much is qualitative.|Qualitative is a lot.|2
5839c|, directed) with care.|The object was tough and did not need much care.|2
53694e|One of Italy's loveliest and most important small museums, its highlights include some outstanding sculptures by Bernini and Canova (whose portrayal of Napoleon's sister as a reclining Venus is arguably the museum's most famous attraction), as well as paintings by Raphael, Correggio, Titian, Caravaggio, Botticelli, Rubens, D??rer, and Cranach.|A small museum in Italy displays paintings by Raphael and Cranach.  |2
144870e|Two famous luxury grocery shops, Fauchon and Hediard, compete on place de la Madeleine.|Fauchon and Hediard a examples of famous grocery shops.|2
59143n|Actually the story was close enough to the truth.|The story was close to the truth by accident.|2
30818e|helps yeah|It is beneficial.|2
77335e|3. Research support should be primarily for services research, not the development of new intervention models or prototypes.|Research support should not be for the development of new models.|2
128380n|Red and yellow flames.|There was a hot fire.|2
48347n|for uh uh uh smoking and all that stuff|To make the smoke for smoking.|2
131086e|In the event that the selfinspection process does reveal problems, grantees are asked to consult with LSC to determine the appropriate corrective action.|The LSC can be consulted with to take the correct actions.|2
139008n|Also, check out this illustrated, in-depth exploration of Beck's fashion choices.)|Beck's fashion choices are unconventional.|2
105826c|just to see the show just to see the show right|I know you don't only go to see the show. |2
125010n|and uh there's a lot of problems with that|The issues are increasing by the day.|2
26761n|For example, even in the range of 3 percent to 4 percent coal|3% coal |2
132277c|Sante Kimes, about her odd child-rearing techniques.|Sante Kimes had no thoughts on child-rearing, so she left it to the experts.|2
56995c|At Tofukuji's center is a ravine containing a small forest of maple trees.|You will find a bunch of tall oak trees located in Tofukuji's center ravine.|2
145094n|National Saving and Investment?|Has national saving and investing increased? |2
80314c|North American Electric Reliability Council (NERC), Impact of FGD  Availability Losses Experienced by Flue Gas Desulfurization Systems, NERC Generating Availability Trend Evaluations Working Group, July 1991.|The North American Electric Reliability Council is not concerned with flue gas desulfurization systems.|2
13276e|"Twenty to one! ""Done!Ca'daan saw the northerner smile."|The northerner is smiling.|2
56166c|"I suppose it is a matter of testimony? Sir James hesitated a moment, then he replied: ""Yes."""|Sir James replied with incoherent nonsense in an attempt to confuse his questioner.|2
38499c|The Blue Room , by David Hare (Cort Theatre, New York City).|The Green Room by Hared Davidson.|2
42486e|Accurate and Timely Recording of Transactions and Events|Accurate and quick transaction and event recording |2
88849e|Very dangerous.|Quite dangerous.|2
10451c|at inflated prices|At lower prices.|2
112602e|What did she say? Miss Howard made an extremely expressive grimace. |Miss Howard telegraphed her feelings of pain well.  |2
8262e|Travel agents in ?ȡnakkale, across the strait, provide guided tours of the peninsula.|Travel agents can provide tours around the peninsula.|2
9352n|is it just instrumental|The music features brass, woodwinds and percussion instruments. |2
121045n|(Surprisingly comfortable.)|No one expected it to be so comfortable, but they are enjoying it.|2
137712n|Personal Communication with J. Urbas, Reliant Energy, August 13, 2001.|The communication brought J. Urbas closer to his friends and family.|2
123960c| Environmental Protection  National Emission Standards for Hazardous Air Pollutants for Source  Pulp and Paper Production; Effluent Limitations Guidelines, Pretreatment Standards, and New Source Performance  Pulp, Paper, and Paperboard Category|The standards for hazardous water pollutants|2
73243e|'You believe our society is in no need of change?'|Is society in need of change?|2
139111n|Every spring the Madeira Island Open, part of the P.G.A.|Next spring the Madeira Island Open, part of the P.G.A.|2
68753c|! The total number of people being served annually by LSC grantees is several times the number of cases being reported on the Case Service Report (CSR).|LSC grantees serve many times less than reported on CSR.|2
53785n|capacity of the system to meet the civil legal needs of low-income people throughout the state without altering service areas or historical relationships.|Extra legal aid funding is needed so that low-income people can have proper representation in court.|2
97165c|(What does 'certified' mean, Ickes responded to Klayman, other than 'crazy'?|Ickes had never seen Klayman in his life. |2
96348c|True enough! |Not true.|2
16765e|'Sir! Sir!' Daniel came rushing in.|Daniel said 'sir' more than one time. |2
98606c|, curves, crowded lanes, etc.|straight, clear lanes|2
134060n|Parisians like it most for the flower market at its base and the grand view from the top of the steps down the Rue Royale to the Place de la Concorde.|The Parisians like the flower market due to the fact it is so cheap.|2
129456n|in expenditures by state, local, and tribal governments, in the aggregate, or to the private sector, of $100 million or more in any one year.|The private sector will reap the benefits of this expenditure.|2
107054n|What do you mean by you 'suppose'? |Please explain what you mean by you 'suppose'.|2
12932c|The Greek Islands and Their People|The residents of Italy.|2
81606n|Try to visit the cathedral's horloge astro?­no?­mique on the hour to see the figures emerge from the clock.|The clock atop the cathedral is sophisticated and often breaks down.|2
33813c|Was it in the papers yet? |There are no papers?|2
135729c|In a morning's tour from Mor?­laix, about 160 km (100 miles) to the west of Dinard, you can take in three of the most important ones on a route signposted as the Circuit des Enclos Paroissiaux. |You can take in the most important ones in Dinard itself.|2
47031e|The theme changes each year.|There are many different themes over the years.|2
90086e|From a distance you have brought him, senor ? Oliveri walked about the stud as Drew went to fetch his saddle.|The man wandered around the horse.|2
28888c|We know this, because later she asked Dorcas to bring her some. |We do not know this.|2
81910e|Why is he any worse than the rest of this crowd?  The slave shuddered as the dour, slow-moving overseer began walking stiffly toward them.|The slave was being watched over by the slow overseer.|2
132787e|What of it? |What about it?|2
76558c|Examine the effort made to identify lessons learned.|Ignore the effort made to identify learned lessons.|2
16382n|The sky was falling?|Why is the sky falling?|2
137762e|White-ruffed langur monkeys leap and swing in the treetops, sending flights of green parakeets screeching.|You can see white-ruffed langur monkeys that leap and swing on the trees.|2
27635n|Use of Program Oversight|The program is used by clients.|2
78802n|1999: Turnout for Apocalypse Lighter Than Expected|The Apocalypse turnout was record breaking|2
58947e|good morning|Hello!|2
114646c|Bars, restaurants, and late-night brasseries line the adjoining rue Berger and the streets leading off it.|There is nothing to do at night along the rue Berger.|2
126927c|Department of Labor, Division of Foreign Labor Certifications, Revised June 1999 [hereinafter FY 1998 H-2A Report].|The certifications were revised on June 1922.|2
132808e|Mr. Brown? he said.|He asked for Mr. Brown's attention.|2
77796c|99, really necessary?|There is no question about its necessity.|2
28828c|A natural question  how sensitive are the results to differences in the two elasticities?|Do the elasticities show no impact on size of results?|2
13000c|"See here."" He took out the charred fragment we had found in the grate in Mrs. Inglethorp's room, and handed it to 56 the lawyer with a brief explanation of when and where he had found it. "|He said nothing was found in the fire.|2
20286e|With Austrian and German armies massing on France's frontiers and the forces of counter-revolution gathering inside the country, the militant revolutionary Jacobins led by Max?­i?­milien de Robespierre saw the king's flight as the ultimate betrayal.|The militant revolutionary Jacobians were upset by the king's departure.|2
25873n|However, there may still be significant demand for boilermakers after 2010 from other power plant construction programs.|There could be demand of at least 100,000 more boilermakers after 2010.|2
87164c|Information in agencies' plans and reports produced under the Results Act, high quality financial and program cost data, and other related information, can help Congress in targeting its oversight efforts and identifying opportunities for additional improvements in agencies' management.|Thanks to agencies' plans and reports, over $30 billion has been saved in agency operating costs.|2
81573e|Executive  Measuring Performance and Demonstrating Results of Information Technology Investments (GAO/AIMD-98-89, March 1998).|Information technology investments can have their performance measured.|2
4240n|Last Monday night.|Sometime last Monday.|2
16184n|What about the colonies? she suggested.|She suggested the colonies, thinking it would be a good idea.|2
4005n|Then I went back to the road.|The road was pretty far away because I had to travel on foot.|2
83819n|"What a rotten world it is, though!"""|It seems to be a rotten world.|2
61074n|What's happened?Ca'daan considered the question.|Ca'daan was wondering why everything was destroyed.|2
52116c|See March Comments at 14 (comment of Michael Carlin); March Comments at 223 (comment of Melissa A. Pershing, Legal Services of North Carolina).|Michael Carlin and Melissa A. Pershing declined to comment.|2
117137c|Fixed/Variable Cost By Major Function a (FY 1999)|The report was from 2002.|2
110030e|i think your right|I think you're right.|2
80531e|but they just they just|They only|2
56782n|How did we lose our rich tradition of porcine references?|The speaker approves of pig references.|2
51376n|Note, however, that the exchange does not go the other way .|It wasn't a fair trade to begin with.|2
102017n|Antiques, including Chinese jade, ceramics, bronzes, gowns, incense burners, and perfume bottles; Thai ceramics and bronzes; Indian brass; Indonesian wooden masks and carvings.|Antiques, including magical pendants, rugs, talking stone sculptures, ceramics, flowing gowns, and cursed carvings. |2
4332e|"A mandrake swamp?""  ""For a mandrake-man, yes."|The narrarator wants to know if the swamp has mandrakes.|2
55160n|, technical/scientific journals, the Commerce Business Daily), or solicitations for|The state is asking for donations for the Commerce Business Daily.|2
62072n|More than a little bit, in fact.|It is more than just a little true.|2
90512e| 'Welcome to the Neighborhood' gifts delivered to the Clintons' Chappaqua home this week.|Gifts welcoming the Clintons to the neighborhood were delivered this week. |2
110559n|Ashore it's another matter, with peak-hour traffic jams and midtown parking woes.|Traffic jams always happen because of ill timed traffic lights. |2
67598c|well anything else good to say about credit cards|There is nothing good about credit cards.|2
125450n|2 billion in benefits to over 1.3 million recipients.|A couple of billion in benefits for the public to do whatever they want with. |2
113866c|Slate 's view, see Jacob Weisberg's Dear Microsoft.|For Slates view, see Dear Microsoft by Ian Sizing.|2
115551e|Early in this century, the eminent economist Alfred Marshall offered this advice to his  When confronted with an economic problem, first translate into mathematics, then solve the problem, then translate back into English and burn the mathematics.|Alfred Marshall the economists says to change economic problems to math, find the solution, then translate it to English.|2
32882c|95 billion in revenues.|The revenue was $95.|2
146156c|In 1985, for example, RCED was asked how the Department of Interior was implementing the Office of Management and Budget's Circular A-76, dealing with privatization of all appropriate services.|RCED was not asked about the Department of Interior.|2
102127e|If they have landed, and are still alive, where are they?|If they are on the ground and still sucking down oxygen, what is their location.|2
140880n|The Cost of Universal Service in the Postal Sector.|They tallied the cost of the postal sector in the United States.|2
20167c|What additional information would assist them in more accurately valuing stock?|What info doesn't help decide stock value |2
4108n|TEST SPECIES|The test species are mammalian. |2
114805c|Blue-grass training? As his father repeated the expression Drew realized the slip of tongue he had made.|Drew accidentally told his father about his new girlfriend, Rose. |2
17071e|On average, a McDonald's worker gets $15.|A macdonalds worker can expect to be paid fifteen dollars.|2
88147e|Harvesting and Long Term Exposure Effects in the Relation between Air Pollution and Mortality.|Conection between Air Pollution and Mortality over time.|2
40997n|So far he had aroused no suspicion.|Thus far he had not elicited any suspicion nor caused any problems.|2
9040n| Don Cazar. His Spanish was a flood in which Drew was lost almost immediately, but Anse listened with parted lips and then translated a quick account.|Drew was unable to speak Spanish, but did speak French.|2
125820n|Ireland Under the Normans|The Normans ruled Ireland for 400 years.|2
83301c|You do not know that Mrs. Vandemeyer is dead?|Mrs. Vandemeyer is still alive.|2
141791c|So why Clinton's aggressive defense of Helms-Burton?|Clinton couldn't care less about helms Burton |2
33964e|Cardinal Richelieu (the powerful 17th-century French statesman) for one dreamed of conquest in the New World.|Richelieu was powerful in the 17th century.|2
89061e|electronic databases)|Digital repositories of information. |2
29937e|And that is all? |Is that all?|2
81311c|Cynthia! That's not your wife?|Cynthia! How many children do you have together?|2
5288c|Bird's-nesting boys, picnic parties, thousands of people passing! |There was not one person passing by.|2
126203c|sure same here take you too bye bye|Hello, no, not at all.|2
63505n|Tuppence held the glass to her lips.|Tuppence put the glass to her mouth and drank from it. |2
6412e|In the absence of data showing the weight distribution of inbound mail, the Commission employed, as a proxy distribution, data developed by European postal administrations in the course of preparing a new terminal dues system.|Data is missing that shows the weight distribution of inbound mail.|2
143203n|Maybe thirty sec-|Everyone knew something would happen in thirty seconds.|2
63538e|There are many cinemas in Istiklal Caddesi, and a multi-screen theatre at ?‡emberlita?« in the Old Cite which show mainstream movies.|If you're looking for mainstream movies, emberlita is a good place to go.|2
99933e|(Adapted from Kohler's Dictionary for Accountants)|The idea was inspired by Kohler's Dictionary for Accountants. |2
29466c|Talk about toil and trouble ...|Avoid toil and trouble.|2
64871c|11 See the Direct Testimony of Thomas E. Thress on Behalf of the United States Postal Service, USPS-T-7, Docket No.|Thomas Thress testified on behalf of the IRS|2
100631e|Across the tram lines from Haghia Sophia lies the entrance to one of Istanbul's more unusual historic sights the Yerebatan Saray?? (Underground Palace).|Visitors can enter the Underground Palace by crossing the tram lines from the Hagia Sophia.|2
